Time,SP,Tin,Time01,hour,IncO01,Weekdays,Step,Time03,IncO,Month,days,days01
2020-11-13 16:34,23.029,23.589,16,0,,Friday,21223,16,0,November,66,0
2020-11-13 16:39,23.029,23.589,16,0,,Friday,21224,16,0,November,66,0
2020-11-13 16:44,23.029,23.589,16,0,,Friday,21225,16,0,November,66,0
2020-11-13 16:49,23.029,23.729,16,0,,Friday,21226,16,0,November,66,0
2020-11-13 16:54,23.029,23.729,16,0,,Friday,21227,16,0,November,66,0
2020-11-13 16:59,23.029,23.729,16,1,,Friday,21228,16,0,November,66,0
2020-11-13 17:04,23.029,23.729,17,0,,Friday,21229,17,0,November,66,0
2020-11-13 17:09,23.029,23.729,17,0,,Friday,21230,17,0,November,66,0
2020-11-13 17:14,23.029,23.729,17,0,,Friday,21231,17,0,November,66,0
2020-11-13 17:19,23.029,23.729,17,0,,Friday,21232,17,0,November,66,0
2020-11-13 17:24,23.029,23.729,17,0,,Friday,21233,17,0,November,66,0
2020-11-13 17:29,23.029,23.589,17,0,,Friday,21234,17,0,November,66,0
2020-11-13 17:34,23.029,23.589,17,0,,Friday,21235,17,0,November,66,0
2020-11-13 17:39,23.029,23.589,17,0,,Friday,21236,17,0,November,66,0
2020-11-13 17:44,23.029,23.589,17,0,,Friday,21237,17,0,November,66,0
2020-11-13 17:49,23.029,23.449,17,0,,Friday,21238,17,0,November,66,0
2020-11-13 17:54,23.029,23.449,17,0,,Friday,21239,17,0,November,66,0
2020-11-13 17:59,22.889,23.449,17,1,,Friday,21240,17,0,November,66,0
2020-11-13 18:04,22.889,23.449,18,0,,Friday,21241,18,0,November,66,0
2020-11-13 18:09,22.889,23.449,18,0,,Friday,21242,18,0,November,66,0
2020-11-13 18:14,22.889,23.449,18,0,,Friday,21243,18,0,November,66,0
2020-11-13 18:19,22.889,23.309,18,0,,Friday,21244,18,0,November,66,0
2020-11-13 18:24,22.889,23.309,18,0,,Friday,21245,18,0,November,66,0
2020-11-13 18:29,22.889,23.309,18,0,,Friday,21246,18,0,November,66,0
2020-11-13 18:34,22.889,23.309,18,0,,Friday,21247,18,0,November,66,0
2020-11-13 18:39,22.889,23.309,18,0,,Friday,21248,18,0,November,66,0
2020-11-13 18:44,22.889,23.309,18,0,,Friday,21249,18,0,November,66,0
2020-11-13 18:49,22.889,23.309,18,0,,Friday,21250,18,0,November,66,0
2020-11-13 18:54,22.889,23.309,18,0,,Friday,21251,18,0,November,66,0
2020-11-13 18:59,22.889,23.169,18,1,,Friday,21252,18,0,November,66,0
2020-11-13 19:04,22.889,23.169,19,0,,Friday,21253,19,0,November,66,0
2020-11-13 19:09,22.889,23.169,19,0,,Friday,21254,19,0,November,66,0
2020-11-13 19:14,22.889,23.169,19,0,,Friday,21255,19,0,November,66,0
2020-11-13 19:19,22.889,23.169,19,0,,Friday,21256,19,0,November,66,0
2020-11-13 19:24,22.889,23.169,19,0,,Friday,21257,19,0,November,66,0
2020-11-13 19:29,22.889,23.169,19,0,,Friday,21258,19,0,November,66,0
2020-11-13 19:34,22.889,23.169,19,0,,Friday,21259,19,0,November,66,0
2020-11-13 19:39,22.889,23.029,19,0,,Friday,21260,19,0,November,66,0
2020-11-13 19:44,22.889,23.029,19,0,,Friday,21261,19,0,November,66,0
2020-11-13 19:49,22.889,23.029,19,0,,Friday,21262,19,0,November,66,0
2020-11-13 19:54,22.889,23.029,19,0,,Friday,21263,19,0,November,66,0
2020-11-13 19:59,22.889,23.029,19,1,,Friday,21264,19,0,November,66,0
2020-11-13 20:04,22.889,23.029,20,0,,Friday,21265,20,0,November,66,0
2020-11-13 20:09,22.889,23.029,20,0,,Friday,21266,20,0,November,66,0
2020-11-13 20:14,22.889,23.029,20,0,,Friday,21267,20,0,November,66,0
2020-11-13 20:19,22.889,23.029,20,0,,Friday,21268,20,0,November,66,0
2020-11-13 20:24,22.889,23.029,20,0,,Friday,21269,20,0,November,66,0
2020-11-13 20:29,22.889,23.029,20,0,,Friday,21270,20,0,November,66,0
2020-11-13 20:34,22.889,22.889,20,0,,Friday,21271,20,0,November,66,0
2020-11-13 20:39,22.889,22.889,20,0,,Friday,21272,20,0,November,66,0
2020-11-13 20:44,22.889,23.029,20,0,,Friday,21273,20,0,November,66,0
2020-11-13 20:49,22.889,22.889,20,0,,Friday,21274,20,0,November,66,0
2020-11-13 20:54,22.889,22.889,20,0,,Friday,21275,20,0,November,66,0
2020-11-13 20:59,22.889,22.889,20,1,,Friday,21276,20,0,November,66,0
2020-11-13 21:04,22.889,22.889,21,0,,Friday,21277,21,0,November,66,0
2020-11-13 21:09,22.889,22.889,21,0,,Friday,21278,21,0,November,66,0
2020-11-13 21:14,22.889,22.889,21,0,,Friday,21279,21,0,November,66,0
2020-11-13 21:19,22.889,22.889,21,0,,Friday,21280,21,0,November,66,0
2020-11-13 21:24,22.889,22.889,21,0,,Friday,21281,21,0,November,66,0
2020-11-13 21:29,22.889,22.889,21,0,,Friday,21282,21,0,November,66,0
2020-11-13 21:34,22.889,22.889,21,0,,Friday,21283,21,0,November,66,0
2020-11-13 21:39,22.889,22.889,21,0,,Friday,21284,21,0,November,66,0
2020-11-13 21:44,22.889,22.889,21,0,,Friday,21285,21,0,November,66,0
2020-11-13 21:49,22.889,22.889,21,0,,Friday,21286,21,0,November,66,0
2020-11-13 21:54,22.889,22.889,21,0,,Friday,21287,21,0,November,66,0
2020-11-13 21:59,22.889,22.889,21,1,,Friday,21288,21,0,November,66,0
2020-11-13 22:04,22.889,22.889,22,0,,Friday,21289,22,0,November,66,0
2020-11-13 22:09,22.889,22.889,22,0,,Friday,21290,22,0,November,66,0
2020-11-13 22:14,22.889,22.889,22,0,,Friday,21291,22,0,November,66,0
2020-11-13 22:19,22.889,22.889,22,0,,Friday,21292,22,0,November,66,0
2020-11-13 22:24,22.889,22.889,22,0,,Friday,21293,22,0,November,66,0
2020-11-13 22:29,22.889,22.889,22,0,,Friday,21294,22,0,November,66,0
2020-11-13 22:34,22.889,22.889,22,0,,Friday,21295,22,0,November,66,0
2020-11-13 22:39,22.889,22.889,22,0,,Friday,21296,22,0,November,66,0
2020-11-13 22:44,22.889,22.749,22,0,,Friday,21297,22,0,November,66,0
2020-11-13 22:49,22.889,22.889,22,0,,Friday,21298,22,0,November,66,0
2020-11-13 22:54,22.889,22.889,22,0,,Friday,21299,22,0,November,66,0
2020-11-13 22:59,22.889,22.889,22,1,,Friday,21300,22,0,November,66,0
2020-11-13 23:04,22.889,22.889,23,0,,Friday,21301,23,0,November,66,0
2020-11-13 23:09,22.889,22.889,23,0,,Friday,21302,23,0,November,66,0
2020-11-13 23:14,22.889,22.889,23,0,,Friday,21303,23,0,November,66,0
2020-11-13 23:19,22.889,22.889,23,0,,Friday,21304,23,0,November,66,0
2020-11-13 23:24,22.889,22.889,23,0,,Friday,21305,23,0,November,66,0
2020-11-13 23:29,22.889,22.889,23,0,,Friday,21306,23,0,November,66,0
2020-11-13 23:34,22.889,22.889,23,0,,Friday,21307,23,0,November,66,0
2020-11-13 23:39,22.889,22.889,23,0,,Friday,21308,23,0,November,66,0
2020-11-13 23:44,22.889,22.889,23,0,,Friday,21309,23,0,November,66,0
2020-11-13 23:49,22.889,22.889,23,0,,Friday,21310,23,0,November,66,0
2020-11-13 23:54,22.889,22.889,23,0,,Friday,21311,23,0,November,66,0
2020-11-13 23:59,22.889,22.889,23,-23,,Friday,21312,23,0,November,66,0
2020-11-14 0:04,22.889,22.889,0,0,,Saturday,21313,0,0,November,0,-66
2020-11-14 0:09,22.889,22.889,0,0,,Saturday,21314,0,0,November,0,0
2020-11-14 0:14,22.889,22.889,0,0,,Saturday,21315,0,0,November,0,0
2020-11-14 0:19,22.889,22.889,0,0,,Saturday,21316,0,0,November,0,0
2020-11-14 0:24,22.889,23.029,0,0,,Saturday,21317,0,0,November,0,0
2020-11-14 0:29,22.889,23.029,0,0,,Saturday,21318,0,0,November,0,0
2020-11-14 0:34,22.889,23.029,0,0,,Saturday,21319,0,0,November,0,0
2020-11-14 0:39,22.889,23.029,0,0,,Saturday,21320,0,0,November,0,0
2020-11-14 0:44,22.889,23.029,0,0,,Saturday,21321,0,0,November,0,0
2020-11-14 0:49,22.889,23.029,0,0,,Saturday,21322,0,0,November,0,0
2020-11-14 0:54,22.889,23.029,0,0,,Saturday,21323,0,0,November,0,0
2020-11-14 0:59,22.889,23.029,0,1,,Saturday,21324,0,0,November,0,0
2020-11-14 1:04,22.889,23.029,1,0,,Saturday,21325,1,0,November,0,0
2020-11-14 1:09,22.889,23.029,1,0,,Saturday,21326,1,0,November,0,0
2020-11-14 1:14,22.889,23.029,1,0,,Saturday,21327,1,0,November,0,0
2020-11-14 1:19,22.889,23.029,1,0,,Saturday,21328,1,0,November,0,0
2020-11-14 1:24,22.889,23.169,1,0,,Saturday,21329,1,0,November,0,0
2020-11-14 1:29,22.889,23.169,1,0,,Saturday,21330,1,0,November,0,0
2020-11-14 1:34,22.889,23.169,1,0,,Saturday,21331,1,0,November,0,0
2020-11-14 1:39,22.889,23.169,1,0,,Saturday,21332,1,0,November,0,0
2020-11-14 1:44,22.889,23.169,1,0,,Saturday,21333,1,0,November,0,0
2020-11-14 1:49,22.889,23.029,1,0,,Saturday,21334,1,0,November,0,0
2020-11-14 1:54,22.889,23.029,1,0,,Saturday,21335,1,0,November,0,0
2020-11-14 1:59,22.889,23.029,1,1,,Saturday,21336,1,0,November,0,0
2020-11-14 2:04,22.889,23.029,2,0,,Saturday,21337,2,0,November,0,0
2020-11-14 2:09,22.889,23.029,2,0,,Saturday,21338,2,0,November,0,0
2020-11-14 2:14,22.889,23.029,2,0,,Saturday,21339,2,0,November,0,0
2020-11-14 2:19,22.889,23.029,2,0,,Saturday,21340,2,0,November,0,0
2020-11-14 2:24,22.889,23.029,2,0,,Saturday,21341,2,0,November,0,0
2020-11-14 2:29,22.889,23.029,2,0,,Saturday,21342,2,0,November,0,0
2020-11-14 2:34,22.889,23.029,2,0,,Saturday,21343,2,0,November,0,0
2020-11-14 2:39,22.889,23.029,2,0,,Saturday,21344,2,0,November,0,0
2020-11-14 2:44,22.889,23.029,2,0,,Saturday,21345,2,0,November,0,0
2020-11-14 2:49,22.889,22.889,2,0,,Saturday,21346,2,0,November,0,0
2020-11-14 2:54,22.889,22.889,2,0,,Saturday,21347,2,0,November,0,0
2020-11-14 2:59,22.889,22.889,2,1,,Saturday,21348,2,0,November,0,0
2020-11-14 3:04,22.889,22.749,3,0,,Saturday,21349,3,0,November,0,0
2020-11-14 3:09,22.889,22.749,3,0,,Saturday,21350,3,0,November,0,0
2020-11-14 3:14,22.889,22.609,3,0,,Saturday,21351,3,0,November,0,0
2020-11-14 3:19,22.889,22.609,3,0,,Saturday,21352,3,0,November,0,0
2020-11-14 3:24,22.889,22.609,3,0,,Saturday,21353,3,0,November,0,0
2020-11-14 3:29,22.889,22.609,3,0,,Saturday,21354,3,0,November,0,0
2020-11-14 3:34,22.889,22.609,3,0,,Saturday,21355,3,0,November,0,0
2020-11-14 3:39,22.889,22.609,3,0,,Saturday,21356,3,0,November,0,0
2020-11-14 3:44,22.889,22.609,3,0,,Saturday,21357,3,0,November,0,0
2020-11-14 3:49,22.889,22.609,3,0,,Saturday,21358,3,0,November,0,0
2020-11-14 3:54,22.889,22.749,3,0,,Saturday,21359,3,0,November,0,0
2020-11-14 3:59,22.889,22.749,3,1,,Saturday,21360,3,0,November,0,0
2020-11-14 4:04,22.889,22.749,4,0,,Saturday,21361,4,0,November,0,0
2020-11-14 4:09,22.889,22.749,4,0,,Saturday,21362,4,0,November,0,0
2020-11-14 4:14,22.889,22.749,4,0,,Saturday,21363,4,0,November,0,0
2020-11-14 4:19,22.889,22.749,4,0,,Saturday,21364,4,0,November,0,0
2020-11-14 4:24,22.889,22.749,4,0,,Saturday,21365,4,0,November,0,0
2020-11-14 4:29,22.889,22.749,4,0,,Saturday,21366,4,0,November,0,0
2020-11-14 4:34,22.889,22.749,4,0,,Saturday,21367,4,0,November,0,0
2020-11-14 4:39,22.889,22.749,4,0,,Saturday,21368,4,0,November,0,0
2020-11-14 4:44,22.889,22.749,4,0,,Saturday,21369,4,0,November,0,0
2020-11-14 4:49,22.889,22.749,4,0,,Saturday,21370,4,0,November,0,0
2020-11-14 4:54,22.889,22.749,4,0,,Saturday,21371,4,0,November,0,0
2020-11-14 4:59,22.889,22.749,4,1,,Saturday,21372,4,0,November,0,0
2020-11-14 5:04,22.889,22.749,5,0,,Saturday,21373,5,0,November,0,0
2020-11-14 5:09,22.889,22.749,5,0,,Saturday,21374,5,0,November,0,0
2020-11-14 5:14,22.889,22.749,5,0,,Saturday,21375,5,0,November,0,0
2020-11-14 5:19,22.889,22.749,5,0,,Saturday,21376,5,0,November,0,0
2020-11-14 5:24,22.889,22.749,5,0,,Saturday,21377,5,0,November,0,0
2020-11-14 5:29,22.889,22.749,5,0,,Saturday,21378,5,0,November,0,0
2020-11-14 5:34,22.889,22.749,5,0,,Saturday,21379,5,0,November,0,0
2020-11-14 5:39,22.889,22.749,5,0,,Saturday,21380,5,0,November,0,0
2020-11-14 5:44,22.889,22.749,5,0,,Saturday,21381,5,0,November,0,0
2020-11-14 5:49,22.889,22.749,5,0,,Saturday,21382,5,0,November,0,0
2020-11-14 5:54,22.889,22.749,5,0,,Saturday,21383,5,0,November,0,0
2020-11-14 5:59,22.889,22.749,5,1,,Saturday,21384,5,0,November,0,0
2020-11-14 6:04,22.889,22.749,6,0,,Saturday,21385,6,0,November,0,0
2020-11-14 6:09,22.889,22.749,6,0,,Saturday,21386,6,0,November,0,0
2020-11-14 6:14,22.889,22.749,6,0,,Saturday,21387,6,0,November,0,0
2020-11-14 6:19,22.889,22.749,6,0,,Saturday,21388,6,0,November,0,0
2020-11-14 6:24,22.889,22.749,6,0,,Saturday,21389,6,0,November,0,0
2020-11-14 6:29,22.889,22.749,6,0,,Saturday,21390,6,0,November,0,0
2020-11-14 6:34,22.889,22.749,6,0,,Saturday,21391,6,0,November,0,0
2020-11-14 6:39,22.889,22.749,6,0,,Saturday,21392,6,0,November,0,0
2020-11-14 6:44,22.889,22.749,6,0,,Saturday,21393,6,0,November,0,0
2020-11-14 6:49,22.889,22.749,6,0,,Saturday,21394,6,0,November,0,0
2020-11-14 6:54,22.889,22.749,6,0,,Saturday,21395,6,0,November,0,0
2020-11-14 6:59,22.889,22.749,6,1,,Saturday,21396,6,0,November,0,0
2020-11-14 7:04,22.889,22.749,7,0,,Saturday,21397,7,0,November,0,0
2020-11-14 7:09,22.889,22.749,7,0,,Saturday,21398,7,0,November,0,0
2020-11-14 7:14,22.889,22.749,7,0,,Saturday,21399,7,0,November,0,0
2020-11-14 7:19,22.889,22.749,7,0,,Saturday,21400,7,0,November,0,0
2020-11-14 7:24,22.889,22.749,7,0,,Saturday,21401,7,0,November,0,0
2020-11-14 7:29,22.889,22.749,7,0,,Saturday,21402,7,0,November,0,0
2020-11-14 7:34,22.889,22.749,7,0,,Saturday,21403,7,0,November,0,0
2020-11-14 7:39,22.889,22.749,7,0,,Saturday,21404,7,0,November,0,0
2020-11-14 7:44,22.889,22.749,7,0,,Saturday,21405,7,0,November,0,0
2020-11-14 7:49,22.889,22.749,7,0,,Saturday,21406,7,0,November,0,0
2020-11-14 7:54,22.889,22.609,7,0,,Saturday,21407,7,0,November,0,0
2020-11-14 7:59,22.889,22.609,7,1,,Saturday,21408,7,0,November,0,0
2020-11-14 8:04,22.889,22.609,8,0,,Saturday,21409,8,0,November,0,0
2020-11-14 8:09,22.889,22.609,8,0,,Saturday,21410,8,0,November,0,0
2020-11-14 8:14,22.889,22.609,8,0,,Saturday,21411,8,0,November,0,0
2020-11-14 8:19,22.889,22.609,8,0,,Saturday,21412,8,0,November,0,0
2020-11-14 8:24,22.889,22.609,8,0,,Saturday,21413,8,0,November,0,0
2020-11-14 8:29,22.889,22.609,8,0,,Saturday,21414,8,0,November,0,0
2020-11-14 8:34,22.889,22.609,8,0,,Saturday,21415,8,0,November,0,0
2020-11-14 8:39,22.889,22.609,8,0,,Saturday,21416,8,0,November,0,0
2020-11-14 8:44,22.889,22.609,8,0,,Saturday,21417,8,0,November,0,0
2020-11-14 8:49,22.889,22.609,8,0,,Saturday,21418,8,0,November,0,0
2020-11-14 8:54,22.889,22.609,8,0,,Saturday,21419,8,0,November,0,0
2020-11-14 8:59,22.889,22.609,8,1,,Saturday,21420,8,0,November,0,0
2020-11-14 9:04,22.889,22.609,9,0,,Saturday,21421,9,0,November,0,0
2020-11-14 9:09,22.889,22.609,9,0,,Saturday,21422,9,0,November,0,0
2020-11-14 9:14,22.889,22.609,9,0,,Saturday,21423,9,0,November,0,0
2020-11-14 9:19,22.889,22.609,9,0,,Saturday,21424,9,0,November,0,0
2020-11-14 9:24,22.889,22.609,9,0,,Saturday,21425,9,0,November,0,0
2020-11-14 9:29,22.889,22.609,9,0,,Saturday,21426,9,0,November,0,0
2020-11-14 9:34,22.889,22.609,9,0,,Saturday,21427,9,0,November,0,0
2020-11-14 9:39,22.889,22.609,9,0,,Saturday,21428,9,0,November,0,0
2020-11-14 9:44,22.889,22.609,9,0,,Saturday,21429,9,0,November,0,0
2020-11-14 9:49,22.889,22.609,9,0,,Saturday,21430,9,0,November,0,0
2020-11-14 9:54,22.889,22.609,9,0,,Saturday,21431,9,0,November,0,0
2020-11-14 9:59,22.889,22.609,9,1,,Saturday,21432,9,0,November,0,0
2020-11-14 10:04,22.889,22.609,10,0,,Saturday,21433,10,0,November,0,0
2020-11-14 10:09,22.889,22.609,10,0,,Saturday,21434,10,0,November,0,0
2020-11-14 10:14,22.889,22.609,10,0,,Saturday,21435,10,0,November,0,0
2020-11-14 10:19,22.889,22.609,10,0,,Saturday,21436,10,0,November,0,0
2020-11-14 10:24,22.889,22.609,10,0,,Saturday,21437,10,0,November,0,0
2020-11-14 10:29,22.889,22.609,10,0,,Saturday,21438,10,0,November,0,0
2020-11-14 10:34,22.889,22.469,10,0,,Saturday,21439,10,0,November,0,0
2020-11-14 10:39,22.889,22.609,10,0,,Saturday,21440,10,0,November,0,0
2020-11-14 10:44,22.889,22.469,10,0,,Saturday,21441,10,0,November,0,0
2020-11-14 10:49,22.889,22.469,10,0,,Saturday,21442,10,0,November,0,0
2020-11-14 10:54,22.889,22.469,10,0,,Saturday,21443,10,0,November,0,0
2020-11-14 10:59,22.889,22.469,10,1,,Saturday,21444,10,0,November,0,0
2020-11-14 11:04,22.889,22.469,11,0,,Saturday,21445,11,0,November,0,0
2020-11-14 11:09,22.889,22.469,11,0,,Saturday,21446,11,0,November,0,0
2020-11-14 11:14,22.889,22.469,11,0,,Saturday,21447,11,0,November,0,0
2020-11-14 11:19,22.889,22.469,11,0,,Saturday,21448,11,0,November,0,0
2020-11-14 11:24,22.889,22.469,11,0,,Saturday,21449,11,0,November,0,0
2020-11-14 11:29,22.889,22.469,11,0,,Saturday,21450,11,0,November,0,0
2020-11-14 11:34,22.889,22.469,11,0,,Saturday,21451,11,0,November,0,0
2020-11-14 11:39,22.889,22.469,11,0,,Saturday,21452,11,0,November,0,0
2020-11-14 11:44,22.889,22.469,11,0,,Saturday,21453,11,0,November,0,0
2020-11-14 11:49,22.889,22.469,11,0,,Saturday,21454,11,0,November,0,0
2020-11-14 11:54,22.889,22.469,11,0,,Saturday,21455,11,0,November,0,0
2020-11-14 11:59,22.889,22.469,11,1,,Saturday,21456,11,0,November,0,0
2020-11-14 12:04,22.889,22.469,12,0,,Saturday,21457,12,0,November,0,0
2020-11-14 12:09,22.889,22.469,12,0,,Saturday,21458,12,0,November,0,0
2020-11-14 12:14,22.889,22.469,12,0,,Saturday,21459,12,0,November,0,0
2020-11-14 12:19,22.889,22.469,12,0,,Saturday,21460,12,0,November,0,0
2020-11-14 12:24,22.889,22.469,12,0,,Saturday,21461,12,0,November,0,0
2020-11-14 12:29,22.889,22.469,12,0,,Saturday,21462,12,0,November,0,0
2020-11-14 12:34,22.889,22.469,12,0,,Saturday,21463,12,0,November,0,0
2020-11-14 12:39,22.889,22.469,12,0,,Saturday,21464,12,0,November,0,0
2020-11-14 12:44,22.889,22.469,12,0,,Saturday,21465,12,0,November,0,0
2020-11-14 12:49,22.889,22.469,12,0,,Saturday,21466,12,0,November,0,0
2020-11-14 12:54,22.889,22.469,12,0,,Saturday,21467,12,0,November,0,0
2020-11-14 12:59,22.889,22.469,12,1,,Saturday,21468,12,0,November,0,0
2020-11-14 13:04,22.889,22.469,13,0,,Saturday,21469,13,0,November,0,0
2020-11-14 13:09,22.889,22.469,13,0,,Saturday,21470,13,0,November,0,0
2020-11-14 13:14,22.889,22.469,13,0,,Saturday,21471,13,0,November,0,0
2020-11-14 13:19,22.889,22.469,13,0,,Saturday,21472,13,0,November,0,0
2020-11-14 13:24,22.889,22.469,13,0,,Saturday,21473,13,0,November,0,0
2020-11-14 13:29,22.889,22.469,13,0,,Saturday,21474,13,0,November,0,0
2020-11-14 13:34,22.889,22.469,13,0,,Saturday,21475,13,0,November,0,0
2020-11-14 13:39,22.889,22.469,13,0,,Saturday,21476,13,0,November,0,0
2020-11-14 13:44,22.889,22.469,13,0,,Saturday,21477,13,0,November,0,0
2020-11-14 13:49,22.889,22.469,13,0,,Saturday,21478,13,0,November,0,0
2020-11-14 13:54,22.889,22.469,13,0,,Saturday,21479,13,0,November,0,0
2020-11-14 13:59,22.889,22.469,13,1,,Saturday,21480,13,0,November,0,0
2020-11-14 14:04,22.889,22.469,14,0,,Saturday,21481,14,0,November,0,0
2020-11-14 14:09,22.889,22.329,14,0,,Saturday,21482,14,0,November,0,0
2020-11-14 14:14,22.889,22.469,14,0,,Saturday,21483,14,0,November,0,0
2020-11-14 14:19,22.889,22.329,14,0,,Saturday,21484,14,0,November,0,0
2020-11-14 14:24,22.889,22.329,14,0,,Saturday,21485,14,0,November,0,0
2020-11-14 14:29,22.889,22.329,14,0,,Saturday,21486,14,0,November,0,0
2020-11-14 14:34,22.889,22.329,14,0,,Saturday,21487,14,0,November,0,0
2020-11-14 14:39,22.889,22.329,14,0,,Saturday,21488,14,0,November,0,0
2020-11-14 14:44,22.889,22.329,14,0,,Saturday,21489,14,0,November,0,0
2020-11-14 14:49,22.889,22.329,14,0,,Saturday,21490,14,0,November,0,0
2020-11-14 14:54,22.889,22.329,14,0,,Saturday,21491,14,0,November,0,0
2020-11-14 14:59,22.889,22.329,14,1,,Saturday,21492,14,0,November,0,0
2020-11-14 15:04,22.889,22.329,15,0,,Saturday,21493,15,0,November,0,0
2020-11-14 15:09,22.889,22.329,15,0,,Saturday,21494,15,0,November,0,0
2020-11-14 15:14,22.889,22.329,15,0,,Saturday,21495,15,0,November,0,0
2020-11-14 15:19,22.889,22.329,15,0,,Saturday,21496,15,0,November,0,0
2020-11-14 15:24,22.889,22.329,15,0,,Saturday,21497,15,0,November,0,0
2020-11-14 15:29,22.889,22.329,15,0,,Saturday,21498,15,0,November,0,0
2020-11-14 15:34,22.889,22.329,15,0,,Saturday,21499,15,0,November,0,0
2020-11-14 15:39,22.889,22.329,15,0,,Saturday,21500,15,0,November,0,0
2020-11-14 15:44,22.889,22.329,15,0,,Saturday,21501,15,0,November,0,0
2020-11-14 15:49,22.889,22.329,15,0,,Saturday,21502,15,0,November,0,0
2020-11-14 15:54,22.889,22.329,15,0,,Saturday,21503,15,0,November,0,0
2020-11-14 15:59,22.889,22.329,15,1,,Saturday,21504,15,0,November,0,0
2020-11-14 16:04,22.889,22.329,16,0,,Saturday,21505,16,0,November,0,0
2020-11-14 16:09,22.889,22.329,16,0,,Saturday,21506,16,0,November,0,0
2020-11-14 16:14,22.889,22.329,16,0,,Saturday,21507,16,0,November,0,0
2020-11-14 16:19,22.889,22.329,16,0,,Saturday,21508,16,0,November,0,0
2020-11-14 16:24,22.889,22.329,16,0,,Saturday,21509,16,0,November,0,0
2020-11-14 16:29,22.889,22.329,16,0,,Saturday,21510,16,0,November,0,0
2020-11-14 16:34,22.889,22.329,16,0,,Saturday,21511,16,0,November,0,0
2020-11-14 16:39,22.889,22.329,16,0,,Saturday,21512,16,0,November,0,0
2020-11-14 16:44,22.889,22.329,16,0,,Saturday,21513,16,0,November,0,0
2020-11-14 16:49,22.889,22.329,16,0,,Saturday,21514,16,0,November,0,0
2020-11-14 16:54,22.889,22.329,16,0,,Saturday,21515,16,0,November,0,0
2020-11-14 16:59,22.889,22.329,16,1,,Saturday,21516,16,0,November,0,0
2020-11-14 17:04,22.889,22.329,17,0,,Saturday,21517,17,0,November,0,0
2020-11-14 17:09,22.889,22.329,17,0,,Saturday,21518,17,0,November,0,0
2020-11-14 17:14,22.889,22.329,17,0,,Saturday,21519,17,0,November,0,0
2020-11-14 17:19,22.889,22.329,17,0,,Saturday,21520,17,0,November,0,0
2020-11-14 17:24,22.889,22.329,17,0,,Saturday,21521,17,0,November,0,0
2020-11-14 17:29,22.889,22.329,17,0,,Saturday,21522,17,0,November,0,0
2020-11-14 17:34,22.889,22.329,17,0,,Saturday,21523,17,0,November,0,0
2020-11-14 17:39,22.889,22.329,17,0,,Saturday,21524,17,0,November,0,0
2020-11-14 17:44,22.889,22.329,17,0,,Saturday,21525,17,0,November,0,0
2020-11-14 17:49,22.889,22.329,17,0,,Saturday,21526,17,0,November,0,0
2020-11-14 17:54,22.889,22.329,17,0,,Saturday,21527,17,0,November,0,0
2020-11-14 17:59,22.889,22.329,17,1,,Saturday,21528,17,0,November,0,0
2020-11-14 18:04,22.889,22.469,18,0,,Saturday,21529,18,0,November,0,0
2020-11-14 18:09,22.889,22.469,18,0,,Saturday,21530,18,0,November,0,0
2020-11-14 18:14,22.889,22.469,18,0,,Saturday,21531,18,0,November,0,0
2020-11-14 18:19,22.889,22.469,18,0,,Saturday,21532,18,0,November,0,0
2020-11-14 18:24,22.889,22.469,18,0,,Saturday,21533,18,0,November,0,0
2020-11-14 18:29,22.889,22.469,18,0,,Saturday,21534,18,0,November,0,0
2020-11-14 18:34,22.889,22.469,18,0,,Saturday,21535,18,0,November,0,0
2020-11-14 18:39,22.889,22.469,18,0,,Saturday,21536,18,0,November,0,0
2020-11-14 18:44,22.889,22.469,18,0,,Saturday,21537,18,0,November,0,0
2020-11-14 18:49,22.889,22.469,18,0,,Saturday,21538,18,0,November,0,0
2020-11-14 18:54,22.889,22.469,18,0,,Saturday,21539,18,0,November,0,0
2020-11-14 18:59,22.889,22.469,18,1,,Saturday,21540,18,0,November,0,0
2020-11-14 19:04,22.889,22.469,19,0,,Saturday,21541,19,0,November,0,0
2020-11-14 19:09,22.889,22.469,19,0,,Saturday,21542,19,0,November,0,0
2020-11-14 19:14,22.889,22.469,19,0,,Saturday,21543,19,0,November,0,0
2020-11-14 19:19,22.889,22.469,19,0,,Saturday,21544,19,0,November,0,0
2020-11-14 19:24,22.889,22.469,19,0,,Saturday,21545,19,0,November,0,0
2020-11-14 19:29,22.889,22.469,19,0,,Saturday,21546,19,0,November,0,0
2020-11-14 19:34,22.889,22.469,19,0,,Saturday,21547,19,0,November,0,0
2020-11-14 19:39,22.889,22.469,19,0,,Saturday,21548,19,0,November,0,0
2020-11-14 19:44,22.889,22.469,19,0,,Saturday,21549,19,0,November,0,0
2020-11-14 19:49,22.889,22.469,19,0,,Saturday,21550,19,0,November,0,0
2020-11-14 19:54,22.889,22.469,19,0,,Saturday,21551,19,0,November,0,0
2020-11-14 19:59,22.889,22.469,19,1,,Saturday,21552,19,0,November,0,0
2020-11-14 20:04,22.889,22.469,20,0,,Saturday,21553,20,0,November,0,0
2020-11-14 20:09,22.889,22.469,20,0,,Saturday,21554,20,0,November,0,0
2020-11-14 20:14,22.889,22.469,20,0,,Saturday,21555,20,0,November,0,0
2020-11-14 20:19,22.889,22.469,20,0,,Saturday,21556,20,0,November,0,0
